skill,n_ag,lift_ag,z_ag,n_fin,lift_fin,z_fin,n_joint,lift_jo,z_jo,lift_delta,z_delta,lift_comp
Ai Integration,45,4.639946328478369,1.609547343205743,13,0.911186891497068,-0.24581777188002174,4,4.384080975385324,0.12962286132210002,0.939476061427281,-0.14241247817931155,4.227858271759438
Ai Model Development,101,5.3739435361386585,2.8005943616439803,21,0.7595470611813577,-0.5254054983496089,15,8.483618233618234,0.510420070519861,1.6795865633074933,0.3300119337731092,4.081763019828672
Ai Solutions Development,24,6.129488072902707,1.5362537388508999,5,0.8680537842072661,-0.17988108090612728,2,5.42951566951567,0.12083485316441517,0.8754208754208754,-0.12803819184872622,5.320725316936498
Ai Technologies,149,4.812264266055667,3.047810653723384,50,1.0977333846979043,-0.15170697599910118,17,5.836201181726473,0.3822245351643507,1.2401795735129069,0.01623161454315316,5.282583140838064
Ai Tools,296,3.1825170153996134,2.469266797387443,145,1.0597677352530415,-0.3650786546520091,14,1.6000191901746303,-0.10038433027059547,0.478066719201471,-0.9958935637279019,3.372728849814317
Ai-Powered Solutions,99,5.869532105525136,3.0062118814890053,12,0.48362996548690534,-0.8151867794741803,5,3.1510582010582007,0.07651681921255249,0.512214342001576,-0.5460072406158866,2.838681609619404
Model Deployment,92,4.326527228040391,2.127747771487218,46,1.4705273738128757,0.34709197517402357,16,7.998153394187389,0.5015543702799921,2.02729044834308,0.5427863039757235,6.362276722380137
Ai/Ml,615,4.487660910518053,5.7631868690685035,245,1.2152752978901724,0.061006247776182056,88,6.8256768416768425,1.0233150303267324,1.607983695270223,0.6970357061777243,5.4537434498599096
Ai/Ml Solutions,448,5.80570819291331,6.348607775756579,147,1.2949654813583802,0.23875156431972056,57,7.851817156735189,0.9335838908101558,1.4038078999715828,0.282693814137306,7.518191704662277
Airflow,95,2.3192150030744,0.6196302152585789,62,1.0288990442221417,-0.29656528962359274,12,3.113986928104575,0.11491275153827205,1.392235609103079,0.12110420596764636,2.3862381000089017
Algorithm Development,17,2.4974499707070397,0.3382261644397839,3,0.29959378392994135,-0.6530306630090843,0,0.0,-0.10535500698615118,0.0,-0.40239797329796306,0.7482204868998432
Algorithms,206,2.087755527476782,0.535602333993599,149,1.0265080464038303,-0.4678455061736312,25,2.6932121376565816,0.10039125845104545,1.3300593411090647,0.11382775371953607,2.1430978478789897
Ambiguity Management,17,2.1876887340301976,0.20157093750004063,14,1.2246960366335071,0.02169033620534607,2,2.7358024691358027,0.030297897238478696,1.2839506172839505,0.01870676595439092,2.6792537219545576
Analytical Modeling,8,0.7460987354656853,-0.6519551164689104,16,1.0143549837927601,-0.16475570549414273,1,0.9913441531419059,-0.07132910053697031,1.3756613756613758,0.03169529661253675,0.756808970721094
Analytical Problem Solving,31,0.7011193498466709,-1.3826594748104504,91,1.3990567121487678,0.3706780033452433,4,0.9616308406499142,-0.14873120856663286,1.4266117969821674,0.08287938092062302,0.980905732420365
Analytical Skills,77,0.49756857085892775,-3.084006155015678,267,1.1728356111262828,-0.08140926251783946,9,0.6181912547035163,-0.3599290546795275,1.2745098039215688,0.03378957787288263,0.5835661388805616
Analytical Thinking,41,1.0038769490096924,-0.9597279102826802,115,1.914071397330181,1.2524507274535486,6,1.5615863651261883,-0.07099899570493584,1.6507936507936507,0.19713728534758962,1.9214921545385408
Analytical Tools,10,0.41605756551657885,-1.2865389011836261,77,2.177748967397176,1.308053338010593,2,0.8845075652093195,-0.11667075253472313,2.4074074074074074,0.2571917647180791,0.9060689336815124
Analytics Tools,56,0.8428277646330408,-1.4754663664887933,128,1.3095571141621856,0.2542043084047032,1,0.15998119606460495,-0.30533107601697257,0.1750841750841751,-0.6188477718771755,1.1037310951886106
Angular,30,1.97627343620375,0.12853252733247622,38,1.7016609896761485,0.5386719576598974,6,4.201410934744269,0.1489387261105549,2.4074074074074074,0.44564101181596516,3.362947411321156
Anomaly Detection,63,3.9024026210411358,1.5488541765296329,35,1.4737480291578584,0.3059116966526658,6,3.9505804311774466,0.13480962390093626,1.01364522417154,-0.12375434705446557,5.751158171739835
Api Development,581,2.9540596869980957,3.0159701904753304,288,0.9954037880771834,-0.7845548648351582,56,3.0265600362996996,0.23019007758161505,1.0271604938271603,-0.35492762529224664,2.940482202644003
Api Integration,40,3.018308520747545,0.82023188637691,15,0.7694113087291675,-0.4310858314817553,2,1.6041750841750841,-0.0374989479955564,0.50682261208577,-0.349391238454499,2.322320709096766
Application Architecture/Design/Modernization Projects,0,0.0,-0.11884795989769552,0,0.0,-0.11636145649424756,0,0.0,-0.014012820342483912,,0.0,0.0
Application Development,66,1.8230382579556719,0.02634230286223726,146,2.741374513187006,2.5083144037818847,18,5.284969495285635,0.35167800885921113,3.6111111111111107,1.2458332577630753,4.997630616924518
Application Security,8,1.4280169345472258,-0.1651114951873377,10,1.213408515558544,0.01105848069383926,1,1.8974113898845082,-0.011382239126509163,1.3756613756613758,0.03169529661253675,1.7327679087414116
"Architecting Complex, Scalable, Secure Solutions",1,0.3860627177700348,-0.43130306018881476,0,0.0,-0.5395921661189005,0,0.0,-0.06498059944044765,0.0,-0.09756219094336348,0.0
Architecting Solutions,23,3.1555043625997063,0.6757272604487795,2,0.18652395363131336,-0.7621712803888651,1,1.4583409856137128,-0.03517733093264713,0.4377104377104377,-0.291758890580281,0.5885771494129546
Artificial General Intelligence (Agi),0,0.0,-0.4285339095602422,0,0.0,-0.41956826659453506,0,0.0,-0.0505265933308366,,0.0,0.0
Attention To Detail,47,0.3363072209539829,-3.2969700593023252,252,1.2257518090788806,0.09588394911538052,4,0.3042401021711367,-0.4118351712654075,0.8957795004306631,-0.16851713220077416,0.4122291844906354
Authentication,44,2.341123916733673,0.43696233131450596,40,1.44675630701211,0.29808563417235207,8,4.524596391263058,0.1918562564933871,2.139917695473251,0.42462849227059607,3.3870357920313356
Autocad Civil 3D,1,0.2155934657676818,-0.6478587709633987,0,0.0,-0.7221171665410606,0,0.0,-0.08696152231416321,0.0,-0.09756219094336348,0.0
Automated Testing,73,2.1448687983719283,0.3758179678926946,57,1.1384563789337772,-0.09339647369586138,5,1.561586365126188,-0.06479681723629635,0.7080610021786492,-0.3350176862924478,2.4418395654825473
Security Assessments,4,2.0750871080139373,0.0713240020306614,2,0.7052936996684036,-0.18919025070936915,0,0.0,-0.05605495779376357,0.0,-0.19513699823055086,1.463545863545358
Automating Security Operations,2,1.1857640617222498,-0.1499829257471937,2,0.8060499424781755,-0.14046484769077983,0,0.0,-0.05243415316690278,0.0,-0.13797674717936728,0.9557850537439072
Automation And Scripting,557,1.9397080246087905,0.4479207960230863,516,1.2215029965308035,0.11816204348138262,57,2.1099596764795003,-0.014248973559885875,1.0977777777777777,-0.22056795086559375,2.369359164454483
Automation Frameworks,43,2.77754850255562,0.7131097459508529,32,1.4050987324133177,0.22562119498360647,6,4.119671422395157,0.14441558216262604,1.5615615615615617,0.160740210354318,3.902729880157411
Aws,578,2.5065838002759784,2.010924103431898,333,0.981662704240662,-0.9088686792249883,63,2.904110066179032,0.21454389029567458,1.1779935275080906,-0.07942430331547036,2.4606198317847525
Aws Application Migration Service,1,0.3689043747580333,-0.4466501513650487,0,0.0,-0.5520005144746815,0,0.0,-0.06647489217181346,0.0,-0.09756219094336348,0.0
Aws Glue,24,1.4078329496066289,-0.3038521021763931,24,0.9570062921295653,-0.27345353011596285,3,1.8705928543384376,-0.021936794374861554,1.3756613756613758,0.05491556917753893,1.3473049910408692
Aws Professional Level Certifications,13,1.084467634338942,-0.4664473672652692,25,1.4176757782279468,0.21043879457963519,2,1.7734598920528568,-0.024687633210816545,1.7508417508417509,0.13601116170221036,1.5374234974744803
Aws Solutions,15,2.2233076157292184,0.20498195196924737,2,0.20151248561954388,-0.7222296489163048,0,0.0,-0.10488756908357588,0.0,-0.3779707812208511,0.4480242439424565
Aws Step Functions,0,0.0,-0.34650923200304073,0,0.0,-0.33925967511743305,0,0.0,-0.04085538043578617,,0.0,0.0
Aws Technologies,45,1.8309592129534742,0.02904088870933164,47,1.2999530935064696,0.141279981803406,11,4.757480029048657,0.24095173923206048,3.115468409586057,0.8375610852756957,2.3801610929630397
Azure,432,2.3505411489007435,1.3986265296762572,313,1.1576895601243413,-0.1458114092184648,56,3.2388457943357976,0.27649756583176005,1.4342001576044128,0.3233310264596608,2.7211969487250656
Azure Data Factory,5,0.34729491347513597,-1.045534264402905,15,0.7082447193322882,-0.5141397386728948,1,0.7383232604989928,-0.10066991861180964,2.4074074074074074,0.18184451427038043,0.24596978851972898
Azure Devops,24,1.056808288431501,-0.6672806620268187,41,1.2272484535344104,0.040451340882305314,3,1.4041850869437076,-0.06696447495081329,1.3756613756613758,0.05491556917753893,1.2969663376599068
B2B Marketing,4,1.1067131242741,-0.24803063559855834,4,0.7523132796462971,-0.234116863652221,0,0.0,-0.07676111124558675,0.0,-0.19513699823055086,0.8325949801502481
Backend Development,244,3.2430504682491637,2.315179357562783,92,0.8312188357981506,-0.8796768665297396,24,3.3907303620674316,0.20085573764631226,1.0505050505050504,-0.20077287369477467,2.695684634652717
Backup And Recovery,0,0.0,-0.6176192404413108,7,1.4628313770900223,0.13186931470988608,0,0.0,-0.07282102884847319,,0.0,0.0
Bash,12,0.6552906656886118,-0.926501530877599,29,1.076500910020195,-0.14174245086229006,1,0.580458089668616,-0.12623043031244766,0.8754208754208754,-0.09051426364787213,0.70542099794153
Bayesian Methods,4,2.5539533637094616,0.17524537343182697,3,1.3020806763108992,0.03636587499387396,1,6.786894586894587,0.10794900251923532,3.2098765432098766,0.26058736268340643,3.325453323085312
Benchmarking,40,1.9530231604837056,0.12969850350586096,25,0.8297572937275336,-0.4599047084626326,4,2.0759912854030502,-0.00664560536453565,1.0699588477366255,-0.07168897673138812,1.6205352122301542
Bi Tools,19,0.546643397605058,-1.3998837718551411,54,1.0561070303526874,-0.2286815507911262,0,0.0,-0.23831135887428823,0.0,-0.4254287645530072,0.5773139353065811
Bias For Action,27,2.3590463964790027,0.35212090489090997,36,2.1381535316263185,0.8662984692507104,7,6.501130604288499,0.27398828445579215,3.3703703703703702,0.7255279030441258,5.04400338390192
Data Analytics,473,0.9817616425012177,-3.4428733825862654,902,1.2726680012021006,0.46865924097385636,49,1.0810832337714058,-0.4489052995196891,1.112858141160028,-0.17813559661653205,1.2494566272189158
Big Data Technologies,85,1.310175704224213,-0.7424744806762782,150,1.571685124609256,0.8301771782821823,16,2.6214931737680116,0.0704851252456634,2.232957595276436,0.646977671126797,2.059183664953652
Bigquery,67,1.6502176407944664,-0.1785742913204681,31,0.5190291914473711,-1.2023639275263827,0,0.0,-0.2576196629145713,0.0,-0.7997184579097463,0.8565111278137403
Bioinformatics,8,1.526500861067724,-0.11726342416094182,0,0.0,-0.7675930279527886,0,0.0,-0.09243807517991726,0.0,-0.2759891826181689,0.0
Bitbucket,3,0.48825579012092646,-0.6157274425471667,29,3.208394869079797,1.3351742111038964,2,3.4599854756717505,0.06045684137670828,19.25925925925926,1.072620502909453,1.5665173718224827
Budget Management,18,0.5917080070376376,-1.2617953598350775,36,0.8044538039782188,-0.5996044769128053,1,0.34942427576090945,-0.18669774733480607,0.5664488017429194,-0.21390431618718572,0.4760017571057982
Build Processes,19,1.50196781151485,-0.19864835829563146,4,0.2149466513275135,-0.9756178458647586,0,0.0,-0.14365400392966962,0.0,-0.4254287645530072,0.322842951486831
Business Acumen,50,1.451109865744012,-0.38435192092625053,77,1.5190941223627155,0.5200158494147313,5,1.5424760424760424,-0.06730077006084927,1.0699588477366253,-0.08016710645959166,2.2043724679542778
Business Analysis,12,0.17866220840299368,-2.5291984402264656,145,1.4675169356329114,0.6111582162262564,1,0.15825942534462714,-0.3072610862999857,0.8754208754208754,-0.09051426364787213,0.2621898165889699
Business Case Development,3,0.4407264654188893,-0.6718883408987657,13,1.298239730363079,0.07307486402895162,0,0.0,-0.10535500698615118,0.0,-0.16898995550397125,0.5721686076292918
Business Development,40,1.0797201212430243,-0.8262220841295135,38,0.6972659665014462,-0.8441076396429114,0,0.0,-0.24605405156315968,0.0,-0.6175565299764384,0.7528520938895761
Business Intelligence,149,0.5728355332914806,-3.7786210178936543,403,1.053203746054161,-0.6438241154334456,11,0.44952567203609356,-0.5199479311262601,0.7675791733762749,-0.4222556510167174,0.6033125295355205
Business Judgment,4,0.6989767100678526,-0.49772755062848834,13,1.5442219950634521,0.22810416747475992,1,1.8574658869395713,-0.013292324289017925,3.2098765432098766,0.26058736268340643,1.0793752097238674
Business Process Analysis,64,0.847920669834905,-1.5646531026321964,155,1.3959524143476782,0.4774618706343581,6,0.8449765008424227,-0.21359647777473695,0.996168582375479,-0.1353398114566447,1.1836569062313362
Business Process Mapping/Reengineering,2,0.46113046844754163,-0.5281183924563474,8,1.253855466077162,0.03291436207535491,0,0.0,-0.08408979066375229,0.0,-0.13797674717936728,0.5781909584376723
Business Requirements,87,0.8091095950575352,-1.9466018869420285,248,1.567846162624216,1.0595664577345103,8,0.7908538230106859,-0.26580095775340434,0.9751523675574308,-0.17278215775132835,1.2685593737533898
Business Savvy,0,0.0,-0.2058524259172998,1,1.880783199115743,0.11223806567409653,0,0.0,-0.024271129036879557,,0.0,0.0
Business To technical Requirements Translation,35,1.4822050771528126,-0.2895937036934176,48,1.3817999013911582,0.2476895918713043,2,0.9003023431594861,-0.11420105783904123,0.5836139169472503,-0.29024416807384734,2.0481108294512302
C#,37,1.4317617342007587,-0.35129202752264505,38,0.9995770848447306,-0.2767429847508917,7,2.879288612621946,0.06892502196434888,2.2469135802469133,0.4319904963719824,1.4311562204646304
C++,68,1.402294890384574,-0.5203306707376217,46,0.6448399539825405,-1.0683885129768977,4,0.8768161950770648,-0.1668729416866964,0.6018518518518519,-0.3928086447962274,0.9042557725855404
Cad software,0,0.0,-0.34650923200304073,0,0.0,-0.33925967511743305,0,0.0,-0.04085538043578617,,0.0,0.0
Capacity Planning,8,0.7858318042182957,-0.6110566506130186,12,0.8012804161913224,-0.34943599624074956,0,0.0,-0.1288583293669902,0.0,-0.2759891826181689,0.6296716351404138
Career Development,79,1.5762680916644332,-0.2969014655628437,190,2.577034671865321,2.6449424079985677,12,2.5450854700854704,0.05179192128804124,1.7247097844112769,0.31963792333770374,4.062097524374228
Causal Inference,36,2.2134262485482,0.31098062089585754,19,0.7941084618488693,-0.44983860436247225,2,1.3071056241426613,-0.06399387861149981,0.5664488017429194,-0.3026204619901399,1.7577005136505242
Cdn,1,0.55335656213705,-0.3171019177268854,2,0.7523132796462971,-0.16553489325881562,1,5.881975308641976,0.09338512034850004,,0.0,0.41629749007512407
Change Management,53,1.0078315392874104,-1.0840338981914566,131,1.6933511964547239,0.9876106721514768,4,0.8085189427686564,-0.18310662599029176,0.7860922146636433,-0.24081191928461362,1.7066127428771425
Chemistry,3,0.3458478513356562,-0.8122167033952014,0,0.0,-0.9876531379701923,0,0.0,-0.11893964715826194,0.0,-0.16898995550397125,0.0
Ci/Cd,370,2.8528833440414556,2.230962621319161,223,1.1688285742762954,-0.08709895773069401,47,3.8521064492267465,0.36269507359702674,1.401215456943011,0.2528819537366653,3.3345315715925645
Ci/Cd Pipelines,169,2.5833496961646807,1.1792056998868061,111,1.1534084812256766,-0.09618995325751686,27,4.387108655616943,0.3378018344910529,1.830985915492958,0.5637439112477675,2.9796574495281174
Cissp,2,0.3192441704636827,-0.7030019896485659,17,1.8446142914404402,0.442914468055889,0,0.0,-0.10107042247417412,0.0,-0.13797674717936728,0.5888823592963571
Civil Engineering Concepts,0,0.0,-0.475421649782075,0,0.0,-0.4654750433975408,0,0.0,-0.05605495779376357,,0.0,0.0
Client Communication,10,1.1370340317884589,-0.3699373262558194,20,1.5458492047526655,0.2841282701347579,1,1.208625063419584,-0.05251769870822882,1.0699588477366255,-0.035822511681464116,1.7576831538169062
Client Engagement,18,2.019003672662209,0.12225347405384465,16,1.219967480507509,0.01934586171759404,3,3.576876876876877,0.07934395906878734,1.9259259259259258,0.21083076002199275,2.4631188236731227
Client Relationship Management,30,1.2117296981103283,-0.5506376433935993,94,2.5809287695894865,1.8623010420059503,2,0.8586825268090474,-0.12082628902823546,0.6878306878306879,-0.22331134265137328,3.1273880388189292
Clinical Laboratory Testing,0,0.0,-0.5112218016303214,0,0.0,-0.5005262024615876,0,0.0,-0.06027603139266302,,0.0,0.0
Clinical Trial Design And Execution,13,1.5752486075434269,-0.12084598816781171,0,0.0,-0.9633345196836086,0,0.0,-0.11601096387437887,0.0,-0.3518564774137917,0.0
Cloud Computing,788,2.125320735811513,1.185116408584662,566,1.0377156367501321,-0.8554312034619564,93,2.666240635436411,0.18673145724799667,1.2885691446842527,0.13901167107719023,2.2054785606609033
Cloud Automation Scripting,0,0.0,-0.29112294344533735,0,0.0,-0.2850321578691833,0,0.0,-0.03432501011043718,,0.0,0.0
Cloud Certifications,11,2.5362175764614787,0.28484747769145724,8,1.253855466077162,0.03291436207535491,1,2.4508230452674895,0.011541024942830644,0.9629629629629629,-0.064418964936233,3.1800502714071976
Cloud Data Warehouses,13,1.43872706155633,-0.20365292231610602,10,0.7523132796462972,-0.37024325233125965,0,0.0,-0.12139386189536694,0.0,-0.3518564774137917,1.0823734741953228
Cloud Migration,4,0.6148406245967221,-0.5717344151098618,11,1.1493675105707317,-0.0331124346948176,0,0.0,-0.10299664726572612,0.0,-0.19513699823055086,0.7066778380904882
Cloud Security,12,1.464767370362779,-0.17987477558780476,21,1.7424903168278205,0.42734496976750247,4,5.189978213507625,0.1620636937897697,4.814814814814815,0.749027126094261,2.5523429592624924
Cloudformation,14,1.1678882215957838,-0.4117090514266044,23,1.3042617159697112,0.10272168928017465,3,2.6601898380792854,0.03274383878010784,2.6262626262626263,0.35599559334950404,1.5232318959593312
Cnn,13,2.9973480449090206,0.46110455605811024,0,0.0,-0.6982710085043495,0,0.0,-0.08408979066375229,0.0,-0.3518564774137917,0.0
Content Creation,14,1.9695742042166184,0.08459799774476595,2,0.19126608804566878,-0.7490747104740222,0,0.0,-0.10766181836543882,0.0,-0.36514659423289597,0.37671275315617375
Coaching,128,1.5464986889419736,-0.433027749124987,419,3.4412583424868832,5.465980037696292,44,5.650805973367837,0.5947008130194816,5.044091710758377,2.5775257276466412,5.321901514966594
Code Quality,64,2.505765564394188,0.6633818539691234,35,0.9315199806941179,-0.3705884232824876,6,2.4970649895178196,0.032400127922636066,0.996168582375479,-0.1353398114566447,2.3341706901684596
Code Reviews,169,2.2160487914967164,0.6791488069744979,116,1.0339850762911194,-0.3928450208296404,21,2.9270493242057225,0.1264332879456315,1.3663663663663663,0.13738074519581972,2.291361378740575
Coding Standards,29,1.5479749487435157,-0.2043365721588448,27,0.9797005731728307,-0.2594246411301867,6,3.4043586995355484,0.10112029553702657,2.5120772946859904,0.4739454363764412,1.5165519445412055
Collaboration Skills,54,1.4161731921990852,-0.4450644535690007,67,1.1944310364052584,-0.003436650718515122,11,3.066432625358376,0.10536946066216193,2.463393626184324,0.6243851448875891,1.6915212136876965
Collaboration With Stakeholders,3,0.2895470383275261,-0.9226040795658081,16,1.0497394599715775,-0.13041653891198862,0,0.0,-0.12999786417283882,0.0,-0.16898995550397125,0.3039489516503069
Collaborative Work,25,0.6454392248876942,-1.3601675170145138,60,1.0530045904847083,-0.24678951372466437,3,0.8232935890789701,-0.15534005739927476,1.3131313131313131,0.0333449157557416,0.679650466685634
Commissioning,0,0.0,-0.7703548396101197,0,0.0,-0.7542378304465777,0,0.0,-0.09082973800977126,,0.0,0.0
Communication Skills,458,1.1131946067003025,-2.660263852456765,738,1.219342314155858,0.12984026786295438,49,1.2659595466623286,-0.3424335547176887,1.1536720094177306,-0.10952301152584383,1.3573652878397668
Community Engagement,15,1.2087886066100608,-0.3916203518838777,108,5.916250063237872,4.283881315832837,8,6.852786767349875,0.3082809595148874,11.005291005291006,1.7297576865226107,7.151495670297991
Risk Management,74,1.2836484513524042,-0.7378157574611283,374,4.410112328961052,6.434679436668006,25,4.609698517744494,0.34854702468612125,4.91307634164777,1.903443287159166,5.661033861360999
Comptia Security+,0,0.0,-0.2223464971456363,0,0.0,-0.21769462902736822,0,0.0,-0.02621587293796672,,0.0,0.0
Computational Biology,12,3.434626937402379,0.5625333595892861,0,0.0,-0.626699050042876,0,0.0,-0.0754705866181196,0.0,-0.3380454816018256,0.0
Computer Architecture,2,0.66402787456446,-0.37264412613516235,3,0.6770819516816675,-0.2501813697005013,0,0.0,-0.07007145484947154,0.0,-0.13797674717936728,0.4496012892811341
Computer Science Fundamentals,15,4.882557901209265,0.9806934285809767,2,0.4425372233213513,-0.36799695068090227,0,0.0,-0.0707688551602831,0.0,-0.3779707812208511,2.160713616306873
Computer Skills,0,0.0,-1.2183588611230227,26,1.3971532336288377,0.19618494883493756,0,0.0,-0.14365400392966962,,0.0,0.0
Computer Vision,65,2.0244752273306705,0.2379805193836636,19,0.40226882682775744,-1.2552037034423371,3,0.9932040858870128,-0.12332832068086612,0.4659498207885305,-0.4723551034008046,0.8143832746401664
Concurrency,10,2.2433374140691216,0.17444698460293212,5,0.7624796753171932,-0.2540193046546107,0,0.0,-0.08525007744317868,0.0,-0.3085785892196981,1.7104991831063356
Configuration Management,8,0.7419305861055419,-0.6563980976367668,22,1.3869462697389836,0.17192865079151556,3,2.957417752948479,0.04929016342832452,5.777777777777778,0.7390567754552021,1.029017858804339
Conflict Resolution,4,0.7905093744814998,-0.4287171958316004,7,0.9403915995578714,-0.15928689322703443,0,0.0,-0.09082973800977126,0.0,-0.19513699823055086,0.74338837513415
Confluence,13,0.46410550372784837,-1.3402154327469087,76,1.8443809436489866,0.9369764676699216,1,0.3794822779769016,-0.1761475694251781,0.8024691358024691,-0.11456945448406597,0.8559873469182573
Consensus Building,4,1.5442508710801393,-0.07706206518453278,7,1.8370440549502605,0.28146380427122725,0,0.0,-0.06498059944044765,0.0,-0.19513699823055086,2.836856882069531
Construction Management,3,0.8441032303785507,-0.3400248231137212,0,0.0,-0.6320798623552439,0,0.0,-0.07611858112542456,0.0,-0.16898995550397125,0.0
Consultative Expertise,1,0.66402787456446,-0.26348515061292954,7,3.1597157745144484,0.6453493471857624,0,0.0,-0.049545292707011954,0.0,-0.09756219094336348,2.098139349978626
Consulting,187,1.5367971849449753,-0.5459913313225958,121,0.6759646547316976,-1.6004134930157023,5,0.43678034470113675,-0.3564790460495473,0.26455026455026454,-1.0309165058319425,1.038820578513975
Consumer Insights,21,1.315526921306949,-0.3636082479859937,17,0.723924099282286,-0.5239093461574196,0,0.0,-0.16139247130120865,0.0,-0.44727891351979776,0.9523416415887317
Container Orchestration,36,2.9295347407255585,0.7329116495254931,36,1.991417504946081,0.7593950207057091,10,8.649963689179376,0.4234080851865622,3.7037037037037033,0.950453812917308,5.833926764028556
Containerization,136,3.57230185683412,2.0132460544006134,58,1.0356211286270232,-0.2743811711612459,22,6.142569151429911,0.45909040591642386,1.8583495776478234,0.5272304603276506,3.699551280770962
Containers,31,2.3391891035793475,0.36554627037042575,41,2.1030575771930575,0.8979565485652927,8,6.416700336700337,0.28914210408052254,3.349436392914654,0.770786377150236,4.919449368769983
Content Development,7,1.90499800079968,0.037728529229429174,3,0.5549852062964488,-0.3418961506727315,0,0.0,-0.0773983130683536,0.0,-0.25815867646792695,1.0572457084681328
