skill,F2022,W2023,F2023,W2024,F2024,F2025,W2026
Analytical Modeling,1.0956289368200038,1.2267966678273914,1.024085637823372,0.8024155188815817,0.8624855942600097,0.6994087870474129,0.9807789865283806
Analytical Problem Solving,3.263981675892346,4.154501379476603,4.585191793041927,5.86921454274724,5.520651325328079,5.251362108273117,4.035849162955865
Analytical Skills,13.216262645543043,15.18495700854472,14.925958965209634,17.40083550481863,17.398416298003642,14.757138993005912,12.457020461078857
Analytical Thinking,1.8400458102691355,2.2044839686068625,2.4834968777876893,2.783637341274765,2.6803970407821853,3.547277715522238,3.7427427991657742
Analytical Tools,3.1112807787745758,3.150028125251118,2.672613737734166,2.8829052405178475,2.884865608386929,1.7349974883109858,2.209571050109915
Analytics Tools,5.993510211872494,5.62237162831811,5.273862622658341,5.898167680026472,6.643369641994126,5.591406159434291,6.04813708359168
Angular,1.2903225806451613,1.0473307797391047,2.0053523639607493,1.538652438267775,1.390386259712257,1.7775029947061325,1.3809819063186968
Anomaly Detection,1.213972132086276,1.1625103795569602,1.1132917038358607,0.6493775075484965,1.0372132793040634,1.2790293287994126,1.4993517840031565
Api Development,8.852834510402749,8.60900543754855,10.119536128456735,9.951606899118998,10.398156065281237,16.828316395533058,17.293275463615355
Api Integration,0.2710440923840427,0.3375030134197627,0.4710080285459411,0.483931008810026,0.6059704821740585,1.2906217396344526,1.211882081055183
Application Architecture/Design/Modernization Projects,0.0,0.0,0.0,0.0,0.0,0.0038641369450133,0.0112733216842342
Application Development,3.58083603741172,3.460745185224868,3.4754683318465656,3.528146585597882,3.3755901706383136,3.755941110552958,3.2748999492700523
Application Security,0.347394540942928,0.3294672273859588,0.3889384478144513,0.4177524093146378,0.4832893416112123,0.5062019397967464,0.5016628149484246
"Architecting Complex, Scalable, Secure Solutions",0.0076350448558885,0.0026785953446012,0.0035682426404995,0.0041361624684617,0.0185880516004312,0.2898102708759998,0.2423764162110366
Architecting Solutions,0.3054017942355411,0.4098250877239975,0.3532560214094558,0.4053439219092526,0.4015019145693148,0.4868812550716797,0.6763993010540555
Artificial General Intelligence (Agi),0.0076350448558885,0.0026785953446012,0.0142729705619982,0.0579062745584646,0.0408937135209487,0.2163916689207465,0.1240065385265768
Artificial Intelligence,10.020996373353691,10.596523183242708,11.750223015165032,8.623898746742771,10.294062976318822,11.047567525793117,14.074742122766471
Attention To Detail,11.990837946172936,13.968874722095732,13.744870651204282,15.31207345824544,15.472694152198969,13.775648208972529,12.806493433290118
Authentication,0.5649933193357511,0.5866123804676827,0.6101694915254238,0.8148240062869669,0.7955686084984572,1.5263340932802658,1.730454878529959
Autocad Civil 3D,0.2519564802443214,0.2785739158385342,0.2176628010704727,0.2233527732969351,0.2416446708056061,0.7612349781676263,0.4227495631587847
Automated Testing,1.8285932429853025,1.4678702488415074,2.08385370205174,2.188029945816272,2.3904234358154577,3.3154294988214383,3.133983428217124
Automating Security Assessments And Remediation Workflows,0.0,0.0,0.0,0.0,0.0,0.0231848216700799,0.0169099825263513
Automating Security Operations,0.0190876121397213,0.0133929767230064,0.0214094558429973,0.033089299747694,0.0446113238410349,0.1429730669654932,0.1521898427371625
Automation And Scripting,18.274479862569198,18.043018241234297,17.273862622658342,17.54560119121479,19.576935945574185,25.71583136906372,26.19919959416042
Automation Frameworks,0.2977667493796526,0.2169662229127045,0.2462087421944692,0.3474376473507879,0.4015019145693148,1.190154179064106,1.420438532213517
Aws,15.315899980912388,14.681381083759677,16.31400535236396,15.192124746660047,17.83709431577382,22.485412883032573,20.38216560509554
Aws Application Migration Service,0.0,0.0,0.0,0.0,0.0,0.2898102708759998,0.2536497378952708
Aws Cloud,1.2750524909333842,1.1062598773203332,1.2060660124888491,1.211895603259296,1.237964236588721,1.6577147494107192,1.736091539372076
Aws Glue,1.0498186676846726,1.2830471700640185,0.9348795718108832,1.178806303511602,1.1041302650656155,1.561111325785386,1.566991714108562
Aws Professional Level Certifications,0.2863141820958198,0.3294672273859588,0.4246208742194469,0.4756586838731025,0.5353358860924198,1.178561768229066,1.1160588467391916
Aws Services,15.709104790990647,15.01888409717944,16.62801070472792,15.43202216983083,18.02297483177813,22.609065265273003,20.52308212614847
Aws Solutions,0.0496277915632754,0.0696434789596335,0.1427297056199821,0.1158125491169293,0.0892226476820699,0.548707446191893,0.6313060143171185
Aws Step Functions,0.0610803588471082,0.1125010044732542,0.0463871543264942,0.0413616246846176,0.1003754786423287,0.1159241083503999,0.0958232343159912
Aws Technologies,1.649169688871922,1.593764230037768,1.6092774308652988,1.728915911817016,1.8588051600431243,2.295297345337919,2.170114424215095
Azure,9.898835655659475,10.390271341708408,11.768064228367528,11.779790710179096,12.874084538458678,17.2456431855945,16.194126599402512
Azure Certifications,0.0992555831265508,0.0964294324056464,0.1248884924174843,0.2026719609546263,0.1784452953641399,0.1854785733606399,0.1972831294740995
Azure Cloud Services,0.3626646306547051,0.3616103715211743,0.328278322925959,0.5831989080531084,0.3754786423287111,0.7689632520576529,0.7271292486331098
Azure Data Factory,1.0040083985493415,1.1276886400771435,0.7172167707404103,1.3401166397816109,1.1487415889066508,1.483828586885119,1.3302519587396426
Azure Devops,0.794044665012407,1.084831114563523,1.2738626226583407,1.265665715349299,1.0372132793040634,2.202558058657599,2.074291189899104
Azure/Aws,0.3397594960870395,0.3723247528995794,0.3818019625334523,0.3019398601977086,0.4609836796906948,0.8346535801228796,0.8285891437912181
B2B Marketing,0.1641534644016033,0.1285725765408619,0.1855486173059768,0.2853952103238615,0.2490798914457786,0.3748212836662931,0.3269263288427935
Backend Development,3.225806451612903,2.7803819676961403,4.289027653880464,4.417421516317161,4.42023867058255,6.708141736543143,6.797812975593258
Backup And Recovery,0.3932048100782592,0.4044678970347949,0.3175735950044603,0.3102121851346321,0.494442172571471,0.1429730669654932,0.304379685474325
Bash,1.099446459247948,1.3955481745372726,1.1561106155218557,1.4807461637093104,1.7138183575597603,2.051856717802079,1.6740882701087876
Bayesian Methods,0.332124451231151,0.3267886320413575,0.367528991971454,0.1737188236753939,0.2788207740064686,0.2357123536458132,0.1465531818950453
Benchmarking,1.1910669975186103,1.416976937294083,1.4023193577163249,1.3442528022500724,1.4275623629131196,1.750454036091039,1.910828025477707
Bi Tools,2.069097155945791,2.223234136019072,1.7305976806422836,1.836456135997022,1.988921521246143,3.006298543220372,3.212896680006764
Bias For Action,0.4962779156327543,0.4794685666836311,0.4674397859054415,0.5873350705215701,0.5204654448120748,0.958305962363306,1.048418916633786
Big Data Analytics,0.7329643061652987,0.7901856266573809,0.6387154326494202,0.5625180957107995,0.7286516227369048,0.4327833378414931,0.3889295981060819
Big Data Technologies,11.803779347203664,10.91259743390566,8.934879571810884,7.862844852545808,8.974311312688204,5.722786815564744,5.118088044642354
Bigquery,2.0576445886619585,2.244662898775882,1.7163247100802854,2.022583447077801,2.364400163574854,2.7358089570694384,3.071980158953836
Bioinformatics,1.649169688871922,1.6339431602067875,1.1418376449598573,0.8685941183769699,0.9479906316219934,0.6800881023223463,0.4622061890536046
Bitbucket,0.4695552586371445,0.5276832828864544,0.5958965209634255,0.5170203085577202,0.6059704821740585,0.653039143707253,0.5749394058959473
Budget Management,1.847680855125024,2.17769801516085,2.0731489741302407,2.53546759316706,2.87371277742667,3.029483364890452,2.7901471168479794
Build Processes,0.4657377362092002,0.5116117108188466,0.528099910793934,0.6369690201431112,0.6394289750548348,1.0549093859886394,1.172425455160363
Business Acumen,3.0998282114907427,3.1875284600755363,2.608385370205174,2.845679778301692,3.1488159411130527,2.940608215155145,3.179076714954061
Business Analysis,4.66501240694789,6.018803739319101,5.537912578055308,5.132977623361046,4.308710360979962,4.752888442366397,5.614114198748661
Business Case Development,0.5306356174842527,0.5973267618460879,0.4852809991079393,0.3681184596930967,0.5130302241719022,0.3825495575563198,0.6031227101065328
Business Development,2.931857224661195,2.665202367878285,2.2836752899197146,2.626463167473218,2.7956429607048587,3.1995053904710384,3.342539879375458
Business Intelligence,20.35884710822676,22.4037714622452,19.58965209634255,20.2382429581834,21.35395367857541,20.271262413539937,21.892790710782933
Business Intelligence Visualization Tool,0.1756060316854361,0.0133929767230064,0.0142729705619982,0.0248169748107705,0.0111528309602587,0.0425055063951466,0.0789132517896398
Business Judgment,0.3855697652223707,0.3375030134197627,0.3033006244424621,0.277122885386938,0.2974088256068999,0.3477723250511998,0.524209458316893
Business Process Analysis,7.3296430616529875,8.750970990812418,7.932203389830509,8.22269098730198,7.450091081452842,6.677228640983037,6.950002818330421
Business Process Mapping/Reengineering,0.3206718839473182,0.5303618782310556,0.5209634255129348,0.3308929974769409,0.4015019145693148,0.4405116117315197,0.3945662589481991
Business Requirements,9.833937774384424,10.91259743390566,10.55486173059768,11.65156967365678,10.383285624000893,9.652614088643302,9.81906318696804
Business Savvy,0.1870585989692689,0.1392869579192671,0.1391614629794826,0.1571741738015469,0.1747276850440536,0.1004675605703466,0.0338199650527027
Business To technical Requirements Translation,1.0803588471082268,1.1357244261109474,1.088314005352364,1.4352483765562312,1.1710472508271683,1.8625140074964257,2.164477763372978
C#,3.0387478526436342,2.4321645728979724,3.3077609277430864,3.197253588120941,2.988958697349344,2.716488272344372,2.3561242320049605
C++,7.615957243748807,6.739345887016849,6.858162355040143,6.018116391611862,7.003977843042493,4.258278913404691,3.737106138323657
Cad software,0.6298912006108036,0.8544719149278118,1.8483496877787688,2.481697481077057,3.2268857578348635,3.609103906642452,5.47883433853785
Capacity Planning,0.6489788127505249,0.5464334502986634,0.5066904549509367,0.4922033337469496,0.6728874679356109,0.7264577456625063,0.9356856997914436
Career Development,3.344149646879176,3.8062839846784335,3.7966101694915255,3.532282748066344,4.230640544258151,4.405116117315198,4.582605264641226
Causal Inference,1.183431952662722,1.0473307797391047,1.3309545049063336,0.8230963312238905,1.0669541618647531,1.3679044785347192,1.516261766529508
Cdn,0.0572628364191639,0.101786623094849,0.0927743086529884,0.0744509244323117,0.1338339715231049,0.2241199428107732,0.1578265035792796
Change Management,2.8211490742508114,3.9348565612192967,3.207850133809099,3.813541795921744,3.591211569203316,3.8641369450133314,4.796798376641678
Chemistry,1.3781255964878794,1.2348324538611952,1.5307760927743086,0.8975472556562022,0.8253094910591472,1.3369913829746127,0.7891325178963982
Ci/Cd,3.752624546669212,3.9964642541451263,4.485280999107939,4.859990900442569,5.613591583330235,11.051431662738128,11.825714446761738
Ci/Cd Pipelines,0.9696506966978432,0.9428655612996544,1.552185548617306,1.699962774537784,1.9220045354845905,5.432976544688744,5.980497153486275
Ci/Cd Tools,0.4008398549341477,0.487504352717435,0.5209634255129348,0.5666542581792613,0.6766050782556973,1.1746976312840527,1.0371455949495518
Cissp,0.2252338232487115,0.4285752551362066,0.3710972346119536,0.3474376473507879,0.4089371352094873,0.7496425673325863,0.5636660842117129
Civil Engineering Concepts,0.1259782401221607,0.0991080277502477,0.1498661909009812,0.1364933614592381,0.1412691921632774,0.3245875033811198,0.174736486105631
Client Communication,0.4657377362092002,0.5116117108188466,0.4032114183764496,0.4591140339992555,0.4981597828915573,0.664631554542293,0.8004058395806324
Client Engagement,0.3550295857988165,0.3803605389333833,0.3247100802854594,0.380526947098482,0.3048440462470724,0.745778430387573,0.8060425004227496
Client Relationship Management,1.488833746898263,1.4517986767738995,1.1882247992863515,1.4600653513670017,1.661771813078553,2.075041539472159,2.254664336846852
Clinical Laboratory Testing,0.087803015842718,0.0883936463718426,0.1570026761819803,0.0413616246846176,0.0446113238410349,0.2009351211406932,0.2085564511583338
Clinical Trial Design And Execution,1.488833746898263,1.636621755551389,1.12042818911686,0.8065516813500434,0.9182497490613034,0.641446732872213,0.7496758920015782
Cloud Adoption,0.072532926130941,0.0669648836150322,0.1213202497769848,0.190263473549241,0.1338339715231049,0.4443757486765331,0.4847528324220732
Cloud Architecture Implementation,0.6375262454666921,0.7875070313127795,0.727921498661909,0.6286966952061877,0.821591880739061,1.2751651918543994,1.4429851755819851
Cloud Automation Scripting,0.0458102691353311,0.0535719068920258,0.0570918822479928,0.0248169748107705,0.0706345960816387,0.1004675605703466,0.0620032692632884
Cloud Certifications,0.1145256728383279,0.1446441486084697,0.2033898305084746,0.1943996360177027,0.2304918398453474,0.4134626531164264,0.4058395806324333
Cloud Computing,6.638671502195075,6.985776658720167,7.211418376449599,7.2093311825288495,7.96683891594483,8.126279995363035,7.429118989910377
Cloud Data Warehouses,0.3588471082267608,0.377681943588782,0.1891168599464763,0.4177524093146378,0.3345849288077623,0.5757564048069863,0.8398624654754523
Cloud Deployment,0.217598778392823,0.211609032223502,0.2711864406779661,0.1654464987384704,0.2602327224060374,0.5564357200819197,0.3100163463164421
Cloud Economics,0.0076350448558885,0.0080357860338038,0.0,0.0124084874053852,0.0037176103200862,0.0115924108350399,0.0676399301054055
Cloud Environments,2.324871158618057,2.36519968928294,2.64049955396967,2.365884931960128,2.658091378861668,3.6013756327524247,3.506003043796855
Cloud Infrastructure,1.603359419736591,1.7035866391664212,1.8768956289027652,2.3121148198701245,2.2826127365329567,3.4468101549518915,3.111436784848656
Cloud Migration,0.2405039129604886,0.2866097018723381,0.2533452274754683,0.2853952103238615,0.3494553700881073,0.711001197882453,0.6031227101065328
Cloud Platforms,3.8556976522237063,4.020571612246538,5.216770740410348,5.459734458369525,6.245585337744898,11.059159936628154,11.47060481370836
Cloud Security,0.1794235541133804,0.2651809391155278,0.3175735950044603,0.4177524093146378,0.4015019145693148,0.780555662892693,0.7158559269488755
Cloud Solutions,25.161290322580644,25.70915811748319,26.258697591436217,26.5872523472722,29.38027435964162,34.05463889640249,33.14920241249084
Cloud Strategy Development,0.0,0.0,0.0,0.0,0.0074352206401724,0.0,0.0
Cloud Transformation Activities,0.072532926130941,0.0482147162028232,0.0606601248884924,0.0744509244323117,0.0780698167218112,0.1545654778005332,0.1803731469477481
Cloud-Native Engineering,1.0421836228287842,0.9776873007794712,1.1882247992863515,1.0960830541423667,1.122718316666047,2.3532593995131186,2.2433910151626177
Cloudformation,0.2824966596678755,0.4258966597916053,0.4567350579839429,0.3970715969723291,0.5911000408937135,1.3485837938096523,1.1047855250549574
Cnn,1.0345485779728956,0.8357217475156028,0.8278322925958965,0.5211564710261819,0.9182497490613034,0.5062019397967464,0.3889295981060819
Co-Branded Content Creation,0.0,0.0026785953446012,0.0,0.0,0.0,0.0038641369450133,0.0
Coaching,5.512502385951517,5.2795114242091445,4.688670829616414,5.455598295901063,6.052269601100413,6.59994590208277,7.671495406121414
Code Quality,0.6680664248902463,0.5169689015080492,1.0490633363068689,1.1870786284485255,1.078106992825012,2.345531125623092,2.361760892847077
Code Reviews,3.0883756442069097,2.724131465459513,4.060660124888493,4.15684328080407,4.5577902524257405,6.46083697206229,7.0458260526464125
Coding Standards,0.5840809314754725,0.5330404735756569,0.9776984834968778,1.087810729205443,1.1078478753857022,1.762046446926079,1.736091539372076
Collaboration Skills,1.8553158999809125,2.2687702568772936,3.1578947368421053,4.007941431939447,3.691587047845645,4.1462189419993045,3.4834564004283863
Collaboration With Stakeholders,0.3397594960870395,0.3669675622103768,0.4531668153434433,0.5583819332423378,0.5353358860924198,1.004675605703466,0.9469590214756778
Collaborative Work,4.348158045428517,4.682184662363057,5.031222123104371,5.223973197667204,5.528086545968252,4.718111209861277,3.601826278112846
Commissioning,0.2672265699560985,0.2517879623925214,0.2283675289919714,0.3184845100715556,0.3011264359269861,0.7419142934425597,0.4678428498957218
Communication Skills,39.33956861996564,41.81823051991535,41.36663693131133,43.66960334201927,43.815755232536524,41.064183314656674,37.77690096386901
Community Engagement,0.2939492269517083,0.3080384646291484,0.431757359500446,0.4053439219092526,0.628276144094576,0.6143977742571197,1.1160588467391916
Compliance And Risk Management,0.0916205382706623,0.1607157206760774,0.1284567350579839,0.1447656863961616,0.0817874270418974,0.0811468758452799,0.1127332168423426
Comptia Security+,0.0648978812750524,0.1098224091286529,0.1498661909009812,0.1737188236753939,0.1487044128034499,0.1507013408555199,0.0394566258948199
Computational Biology,1.0383661004008398,1.0285806123268957,0.6529884032114184,0.4467055465938702,0.5687943789731961,0.4366474747865064,0.3156530071585592
Computer Architecture,0.2977667493796526,0.275895320493933,0.4745762711864407,0.3060760226661703,0.4572660693706086,0.3052668186560531,0.2761963812637393
Computer Science Fundamentals,0.4084748997900362,0.2919668925615407,0.3033006244424621,0.2688505604500145,0.2899736049667273,0.4327833378414931,0.2761963812637393
Computer Skills,1.7140675701469743,2.2044839686068625,1.9589652096342551,1.7868221863754807,1.5205026209152757,1.433594806599946,1.1386054901076603
Computer Vision,4.008398549341478,4.012535826212734,4.046387154326494,2.9656284898870826,3.739915982006766,3.079717145175625,2.2772109802153206
Concurrency,0.2137812559648788,0.2035732461896981,0.3247100802854594,0.1737188236753939,0.2602327224060374,0.3439081881061865,0.4114762414745505
Configuration Management,0.7138766940255774,0.9053652264752364,0.913470115967886,0.9554535302146668,0.9628610729023384,1.039452838208586,1.008962290738966
Conflict Resolution,0.4886428707768658,0.5491120456432647,0.4924174843889384,0.641105182611573,0.6468641956950073,0.4057343792263997,0.4678428498957218
Confluence,1.7980530635617484,1.9553746015589424,2.041034790365745,2.0019026347354925,2.044685676047437,2.3880366320182387,2.5421340397948256
Consensus Building,0.274861614811987,0.3026812739399458,0.3033006244424621,0.2316250982338586,0.2527975017658649,0.2125275319757332,0.2367397553689194
Construction Management,0.1641534644016033,0.16607291136528,0.2105263157894736,0.1364933614592381,0.1970333469645711,0.4868812550716797,0.3325629896849106
Consultative Expertise,0.1030731055544951,0.0964294324056464,0.1320249776984835,0.1819911486123175,0.1078106992825012,0.1584296147455466,0.1352798602108111
Consulting,10.444741362855506,10.848311145635227,10.048171275646745,10.170823509947471,10.498531543923566,10.889137911047568,11.025308607181106
Consumer Insights,1.0345485779728956,0.9107224171644388,0.7671721677074042,1.1333085163585226,0.9368378006617346,1.0819583446037329,1.426075193055634
Container Orchestration,0.3664821530826493,0.4392896365146117,0.4995539696699375,0.6659221574223435,0.643146585374921,1.5417906410603193,1.1386054901076603
Containerization,1.1452567283832793,1.1812605469691693,1.6271186440677967,1.6916904496008602,2.048403286367523,4.072800340044052,3.511639704638972
"Containerization Tools (Docker, Kubernetes)",0.4199274670738691,0.5089331154742454,0.7029438001784122,0.7817347065392729,0.7695453362578535,1.5572471888403725,1.1498788117918946
Containers,0.9581981294140104,0.9455441566442556,1.152542372881356,0.8768664433138934,1.0892598237852709,1.166969357394026,1.211882081055183
Content Creation,0.2710440923840427,0.3241100366967562,0.5138269402319358,0.7569177317285023,0.6840402988958697,0.6800881023223463,0.6594893185277042
Content Development,0.1832410765413246,0.1339297672300645,0.1855486173059768,0.293667535260785,0.2044685676047436,0.3129950925460798,0.3438363113691449
Contextual Reasoning,0.0076350448558885,0.0026785953446012,0.0,0.0,0.0,0.0347772325051199,0.0507299475790541
Continuous Improvement,5.165107845008589,5.617014437628908,6.5013380909901874,8.276461099391984,7.903639540503365,11.998145214266394,12.834676737500704
Continuous Integration,15.060125978240125,16.087643639675353,17.20606601248885,18.612731108077924,18.785084947395813,24.564318559449745,23.042669522574823
Continuous Integration/Continuous Delivery (Ci/Cd),0.0916205382706623,0.0723220743042348,0.1784121320249777,0.2233527732969351,0.2936912152868136,0.3014026817110398,0.1972831294740995
Continuous Learning,2.1759877839282304,2.2955562103233063,3.314897413024086,3.9376266699755966,3.844009070969181,6.07828741450597,5.34355447832704
Contract Management,0.4390150792135904,0.4151822784132001,0.3639607493309545,0.4467055465938702,0.3494553700881073,0.4598322964565864,0.3607462938954963
Conversational Ai,0.4466501240694789,0.2892882972169394,0.3853702051739518,0.4177524093146378,0.4089371352094873,0.6143977742571197,0.7947691787385153
Cost Analysis,0.4351975567856461,0.5892909758122841,0.6851025869759143,0.5418372833684907,0.7100635711364734,0.641446732872213,0.5354827800011274
Creative Problem-Solving,1.229242221798053,1.2294752631719923,1.1489741302408565,1.075402241800058,1.271422729469497,0.9119363190231462,0.7891325178963982
Creative Thinking,0.7329643061652987,0.7339351244207537,0.6886708296164139,0.8272324936923522,0.7249340124168184,0.5564357200819197,0.4509328673693704
Critical Thinking,5.390341668257301,6.2223769855088,6.183764495985727,5.782355130909542,6.070857652700844,4.4244368020402645,4.374048813482893
Crm,2.4890246230196604,3.064313074223877,3.093666369313113,3.656367622120197,3.632105282724265,5.282275203833224,5.59720421622231
Crm Tools,0.3626646306547051,0.4901829480620362,0.6208742194469223,0.7196922695123464,0.7918509981783709,1.1167355771088527,1.0766022208443715
Cross-Functional Collaboration,1.1032639816758922,1.775908713470656,5.68064228367529,8.42949911072507,7.50213762593405,8.798639823795355,6.053773744433798
Cross-Functional Team Leadership,0.1870585989692689,0.2035732461896981,0.3068688670829616,0.3929354345038673,0.4089371352094873,0.5912129525870397,0.7214925877909926
Css,1.9965642298148505,1.3928695791926713,2.7582515611061558,2.498242130950904,2.349529722294509,2.1136829089222924,1.7079082351614905
Cuda,0.5955334987593052,0.5142903061634478,0.8064228367528992,0.4467055465938702,0.7583925052975947,0.7264577456625063,0.524209458316893
Customer Advocacy,0.0305401794235541,0.0294645487906142,0.0428189116859946,0.103404061711544,0.0594817651213799,0.0463696433401599,0.0676399301054055
Customer Collaboration,0.015270089711777,0.0241073581014116,0.0249776984834968,0.033089299747694,0.0371761032008624,0.0540979172301866,0.0676399301054055
Customer Engagement,1.114716548959725,0.937508370610452,0.9562890276538804,1.2863465276916075,1.182200081787427,1.6152092430155724,1.476805140634688
Customer Focus,1.6911624355793091,1.8160876436396756,1.7484388938447817,1.6751457997270134,1.6654894233986393,1.6383940646856523,1.736091539372076
Customer Interaction,0.5688108417636953,0.5946481665014867,0.6208742194469223,0.6617859949538818,0.7509572846574222,0.6259901850921596,0.6031227101065328
